fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style
9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,white
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,white
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,white
6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,white
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,red
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,white
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,white
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,white
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,white
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,white
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,red
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,red
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,red
5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,white
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,red
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,white
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,white
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,white
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,white
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5,white
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,red
7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,white
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,white
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,red
5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8,white
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,white
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,white
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7,white
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,white
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,red
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6,white
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,red
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,white
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,white
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,red
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,white
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,white
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,red
6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,white
6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,white
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,white
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,red
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,white
8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6,white
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white
5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,white
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,white
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,white
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,white
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,red
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,white
6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5,white
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,red
8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,white
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,red
6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6,white
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,white
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,white
7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,red
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,red
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,red
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,white
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,white
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6,white
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5,white
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,red
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,white
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,white
10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,red
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,red
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,red
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,white
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,white
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,red
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,white
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,white
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,red
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,white
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,red
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,white
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,white
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,white
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,white
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,white
6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5,white
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5,red
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,white
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6,white
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,white
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,white
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5,white
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,red
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,white
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,red
7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,white
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,white
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,white
10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,red
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,5,white
7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5,white
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,white
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,white
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,red
6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7,white
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,white
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6,red
5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,white
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,white
9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5,white
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,red
7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,red
6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,6,white
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,red
6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,white
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,red
7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,5,white
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,red
7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,white
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,white
6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,white
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,white
6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,white
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,red
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,white
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,red
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6,white
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5,white
7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,white
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,red
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,white
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,white
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,white
6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,white
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,white
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,white
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5,white
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,red
9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,red
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,white
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5,red
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,white
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,red
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5,white
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,white
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7,white
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,white
8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,white
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,red
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,red
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,white
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8,white
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,white
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,red
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5,white
7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5,white
7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,white
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,white
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,white
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,white
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5,red
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5,white
7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,white
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,white
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,white
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6,white
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,red
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,white
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,white
6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6,white
7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5,white
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,white
5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5,white
7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,white
8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5,white
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,red
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,red
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5,red
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,white
6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6,white
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,red
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,white
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6,white
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,white
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6,white
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,white
7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6,white
6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6,white
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,white
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7,white
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,white
6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,7,white
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6,white
6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6,white
7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,white
7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,5,white
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5,white
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,white
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,red
6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6,white
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,white
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,white
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,white
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5,white
8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,red
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,white
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6,white
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6,red
7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,white
6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6,white
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,red
6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,white
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,red
8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5,white
7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6,white
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,white
5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7,white
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,red
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6,red
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,white
6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,5,white
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8,white
6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,white
6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5,white
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,white
6.5,0.28,0.26,8.8,0.04,44,139,0.9956,3.32,0.37,10.2,6,white
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,red
8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4,red
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,red
6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5,white
6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,white
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,red
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,white
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,white
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,white
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,red
5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,6,white
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,white
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,red
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,white
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,red
6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6,white
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,red
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,red
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,red
7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6,white
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6,red
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,white
6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7,white
5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,white
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,red
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,white
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4,red
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5,red
6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7,white
5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,white
6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7,white
8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5,white
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,white
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,white
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,red
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,white
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,red
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,white
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,red
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,red
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,white
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,white
6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5,white
7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6,white
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,red
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,white
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,red
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,red
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6,white
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,white
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,white
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,white
8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5,red
6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,5,white
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,white
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,red
5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7,white
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,white
6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5,white
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,white
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,white
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,white
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,white
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,red
6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,5,white
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6,white
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6,white
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7,white
6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7,white
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,red
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,white
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,white
7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6,white
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6,red
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,5,white
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,white
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,white
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7,white
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,white
7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,white
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,white
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,red
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,red
6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7,white
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,red
7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5,white
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,white
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7,white
